RaceID,Year,Single / Multi Winner,Name,Winner,Gender,Race,LGBTQ,Incumbent,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote,round_24_vote,round_25_vote,round_26_vote,round_27_vote,round_28_vote,round_29_vote,round_30_vote,round_31_vote,round_32_vote,round_33_vote,round_34_vote,round_35_vote,CVR Available
NewYorkCity_20210622_DEMCouncilMember3rdCouncilDistrict,2021,Single winner,Leslie Boghosian Murphy,N,F,White,,OpenSeat,,4,3903,3911,4107,4703,5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember3rdCouncilDistrict,2021,Single winner,Marni Halasa,N,F,White,,OpenSeat,,3,2225,2231,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember3rdCouncilDistrict,2021,Single winner,Phelan D. Fitzpatrick,N,M,Mixed,Y,OpenSeat,,2,1595,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember3rdCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Blake Morris,N,M,White,,OpenSeat,,7,1127,1129,1155,1170,1237,1300,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Cecilia Cortez,N,F,Hispanic or Latinx,,OpenSeat,,8,1645,1647,1668,1738,1803,1895,1986,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Edwin K. Raymond,N,M,Black,,OpenSeat,,8,1856,1859,1889,1914,1974,2062,2140,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Harriet L. Hines,N,F,Black,,OpenSeat,,5,711,712,736,778,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,John Williams,N,M,Black,,OpenSeat,,4,656,657,671,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Josue Pierre,N,M,Black,Y,OpenSeat,,10,4490,4494,4521,4548,4606,4673,4868,5083,5854,6829,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Kenya Handy-Hilliard,N,F,Black,,OpenSeat,,9,4342,4348,4364,4413,4482,4561,4650,4806,5620,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Maxi Eugene,N,M,Black,,OpenSeat,,6,1054,1054,1068,1085,1129,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Rita C. Joseph,Y,F,Black,,OpenSeat,10,,5648,5649,5723,5765,5819,6011,6166,6406,7546,10065,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Victor Jordan,N,M,Black,,OpenSeat,,2,343,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Vivia M. Morgan,N,F,Black,,OpenSeat,,3,411,412,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember42ndCouncilDistrict,2021,Single winner,Charles Barron,Y,M,African American,,OpenSeat,3,,7431,7458,7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember42ndCouncilDistrict,2021,Single winner,Gena M. Watson,N,F,African American,,OpenSeat,,2,779,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember42ndCouncilDistrict,2021,Single winner,Nikki Lucas,N,F,African American,,OpenSeat,,3,5720,5743,6868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember42ndCouncilDistrict,2021,Single winner,Wilfredo Florentino,N,M,African American,Y,OpenSeat,,2,1582,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember42ndCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember45thCouncilDistrict,2021,Single winner,Anthony Beckford,N,M,African American,,Challenger,,1,3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember45thCouncilDistrict,2021,Single winner,Cyril F. Joseph,N,M,African American,,Challenger,,1,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember45thCouncilDistrict,2021,Single winner,Farah N. Louis,Y,F,African American,,Incumbent,1,,14544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember45thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,Challenger,,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Donald J. Cranston,N,M,White,,OpenSeat,,5,2387,2387,2431,2629,2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Gardy Brazela,N,M,Black,,OpenSeat,,6,2628,2633,2695,2793,3162,3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Judy D. Newton,N,F,Black,,OpenSeat,,4,1615,1617,1717,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Mercedes Narcisse,Y,F,Black,,OpenSeat,7,,6421,6429,6651,6958,7372,7726,8940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,R. Dimple Willabus,N,F,API,,OpenSeat,,3,1390,1392,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Shirley S. Paul,N,F,Black,,OpenSeat,,7,3008,3013,3216,3412,3824,4304,5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Tiffany Pryor,N,F,Black,,OpenSeat,,2,548,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Zuri S. Jackson,N,F,Black,,OpenSeat,,2,425,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember47thCouncilDistrict,2021,Single winner,Alec Brook-Krasny,N,M,White,,Challenger,,2,752,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember47thCouncilDistrict,2021,Single winner,Ari Kagan,Y,M,White,,Challenger,3,,3493,3498,4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember47thCouncilDistrict,2021,Single winner,Joseph Packer,N,M,Black,,Challenger,,2,1069,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember47thCouncilDistrict,2021,Single winner,Steven D. Patzer,N,M,White,,Challenger,,3,2676,2682,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember47thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,Challenger,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Amber L. Adler,N,F,White,,OpenSeat,,4,1587,1594,1644,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Binyomin Zev Bendet,N,M,White,,OpenSeat,,3,1485,1487,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Heshy Tischler,N,M,White,,OpenSeat,,2,461,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Mariya Markh,N,F,White,,OpenSeat,,5,2576,2586,2642,2861,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Steven Saperstein,Y,M,White,,OpenSeat,5,,3033,3041,3158,3787,4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember48thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Amoy Barnes,N,F,Black,,OpenSeat,,9,2818,2824,2872,2994,3137,3259,3561,3901,4536,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,David Hernandez,N,M,Hispanic or Latinx,,OpenSeat,,5,1023,1026,1046,1095,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,John F. McBeth Sr.,N,M,Black,,OpenSeat,,2,391,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Kamillah Hanks,Y,F,Black,,OpenSeat,9,,3463,3469,3535,3711,3942,4216,4705,5196,5996,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Kelvin Richards,N,M,Black,,OpenSeat,,7,1399,1403,1441,1503,1587,1710,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Michael P. Schnall,N,M,White,,OpenSeat,,4,897,898,930,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Ranti Ogunleye,N,M,Black,,OpenSeat,,8,1576,1578,1599,1665,1743,1806,2007,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Selina Grey,N,F,Black,,OpenSeat,,6,1274,1277,1304,1382,1456,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Troy McGhie,N,M,Black,,OpenSeat,,3,838,839,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Billy Freeland,N,M,White,Y,OpenSeat,,3,2641,2645,2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Christopher A. Sosa,N,M,Hispanic or Latinx,Y,OpenSeat,,2,1486,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Julie Menin,Y,F,White,,OpenSeat,6,,8872,8879,9174,9849,10635,12083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Kim Moscaritolo,N,F,White,,OpenSeat,,4,2808,2812,3215,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single Winner,Marco A. Tamayo,N,M,Hispanic or Latinx,,OpenSeat,,2,670,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Rebecca N. Lamorte,N,F,Hispanic or Latinx,,OpenSeat,,5,2892,2893,3187,3783,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Tricia M. Shimamura,N,F,Hispanic or Latinx,,OpenSeat,,6,5989,5993,6267,6785,7786,9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember5thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,David Gold,N,M,White,,OpenSeat,,1,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Gale A. Brewer,Y,F,White,,OpenSeat,1,,21594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Jeffrey Omura,N,M,AAPI,Y,OpenSeat,,1,3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Maria Danzilo,N,F,Hispanic or Latinx,,OpenSeat,,1,5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Sara Lind,N,F,White,,OpenSeat,,1,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Zachary Tov Weiner,N,M,White,,OpenSeat,,1,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember6thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Carmen R. Quinones,N,M,Hispanic or Latinx,,OpenSeat,,4,743,747,785,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Corey Ortega,N,F,Hispanic or Latinx,,OpenSeat,,6,956,958,976,1012,1064,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Daniel M. Cohen,N,M,White,,OpenSeat,,10,2576,2582,2599,2645,2679,2693,2788,2916,2991,3393,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Keith L. Harris,N,M,African American,,OpenSeat,,7,1142,1146,1159,1192,1240,1285,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Lena Melendez,N,F,Hispanic or Latinx,,OpenSeat,,2,391,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Luis Tejada,N,M,Hispanic or Latinx,,OpenSeat,,8,2147,2149,2173,2199,2297,2392,2515,2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Maria Ordonez,N,F,Hispanic or Latinx,,OpenSeat,,11,2600,2607,2694,2742,2853,2942,3239,3344,3645,4522,5016,6165,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Marti Gould Allen-Cummings,N,Nonbinary,White,Y,OpenSeat,,9,2673,2675,2696,2720,2735,2744,2813,2904,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Miguel Estrella,N,M,Hispanic or Latinx,,OpenSeat,,5,785,788,798,824,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Raymond Sanchez Jr.,N,M,Hispanic or Latinx,,OpenSeat,,3,492,493,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Shaun Abreu,Y,M,Hispanic or Latinx,,OpenSeat,11,,6214,6219,6249,6316,6410,6460,6644,6813,7436,8092,9215,10491,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Stacy R. Lynch,N,F,Hispanic or Latinx,,OpenSeat,,11,2397,2404,2436,2478,2548,2649,2766,3047,3164,3537,4180,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember7thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember8thCouncilDistrict,2021,Single winner,Antoinette D. Glover,N,F,African American,,Challenger,,1,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember8thCouncilDistrict,2021,Single winner,Diana I. Ayala,Y,F,Hispanic or Latinx,,Incumbent,1,,6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember8thCouncilDistrict,2021,Single winner,Manuel Onativia,N,F,Hispanic or Latinx,,Challenger,,1,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember8thCouncilDistrict,2021,Single winner,Tamika Mapp,N,F,African American,,Challenger,,1,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember8thCouncilDistrict,2021,Single winner,Write-ins,N,N/A,N/A,,Challenger,,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Aaron S. Foldenauer,N,M,White,,OpenSeat,,3,7742,7758,7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Andrew Yang,N,M,AAPI,,OpenSeat,,6,115130,115301,115502,118008,121597,135686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Art Chang,N,M,AAPI,,OpenSeat,,3,7048,7064,7093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Dianne Morales,N,F,Hispanic or Latinx,,OpenSeat,,5,26495,26534,26645,30157,30933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Eric L. Adams,Y,M,African American,,OpenSeat,8,,289403,289603,290055,291806,295798,317092,354657,404513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Isaac Wright Jr.,N,M,African American,,OpenSeat,,2,2242,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Joycelyn Taylor,N,F,African American,,OpenSeat,,3,2662,2683,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Kathryn A. Garcia,N,F,White,,OpenSeat,,8,184463,184571,184669,186731,191876,223634,266932,397316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Maya D. Wiley,N,F,African American,,OpenSeat,,7,201127,201193,201518,206013,209108,239174,254728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Paperboy Love Prince,N,M,African American,,OpenSeat,,3,3964,4007,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Raymond J. McGuire,N,M,African American,,OpenSeat,,5,25242,25272,25418,26361,27934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Scott M. Stringer,N,M,White,,OpenSeat,,5,51778,51850,51951,53599,56723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Shaun Donovan,N,M,White,,OpenSeat,,4,23167,23189,23314,24042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMPublicAdvocateCitywide,2021,Single winner,Anthony L. Herbert,N,M,African American,,Challenger,,1,173858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMPublicAdvocateCitywide,2021,Single winner,Jumaane D. Williams,Y,M,African American,,Incumbent,1,,572762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMPublicAdvocateCitywide,2021,Single winner,Theo Bruce Chino Tavarez,N,M,Hispanic or Latinx,,Challenger,,1,64053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMPublicAdvocateCitywide,2021,Single winner,Write-ins,N,N/A,N/A,,Challenger,,1,8049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_REPBoroughPresidentRichmond,2021,Single winner,Jhong U. Kim,N,M,AAPI,,OpenSeat,,2,549,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_REPBoroughPresidentRichmond,2021,Single winner,Leticia M. Remauro,N,F,White,,OpenSeat,,2,2476,2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_REPBoroughPresidentRichmond,2021,Single winner,Steven Matteo,N,M,White,,OpenSeat,,3,7885,7923,9018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_REPBoroughPresidentRichmond,2021,Single winner,Vito Fossella,Y,M,White,,OpenSeat,3,,8583,8603,9459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewYorkCity_20210622_REPBoroughPresidentRichmond,2021,Single winner,Write-ins,N,N/A,N/A,,OpenSeat,,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Athena Moore,N,F,Black,,Challenger,,12,2802,2806,2850,2947,3003,3161,3372,3546,3825,4150,4744,5794,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Bernadette McNear,N,F,Black,,Challenger,,2,334,334,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Bill Perkins,N,M,Black,,Incumbent,,13,5409,5415,5445,5507,5665,5718,5865,6020,6398,6790,7192,7867,8913,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Billy Council,N,M,Black,,Challenger,,4,736,736,739,757,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Cordell Cleare,N,F,Black,,Challenger,,11,2544,2547,2561,2599,2637,2683,2766,2979,3148,3436,3813,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Joshua Clennon,N,M,Black,,Challenger,,7,1389,1390,1394,1431,1471,1523,1561,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Keith Taylor,N,M,Black,,Challenger,,8,1432,1433,1454,1491,1561,1611,1698,1811,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Kristin Richardson Jordan,Y,F,Black,Y,Challenger,13,,4873,4875,4906,4975,5010,5089,5256,5541,5729,5989,6598,7281,9017,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Mario Rosser,N,M,Black,,Challenger,,10,2176,2178,2185,2217,2270,2323,2402,2622,2794,2997,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Pierre Gooding,N,M,Black,,Challenger,,5,732,734,747,776,799,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Ruth McDaniels,N,F,Black,,Challenger,,6,931,932,991,1061,1093,1141,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,Sheba Simpson Amsterdam,N,F,Black,,Challenger,,3,583,584,604,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
NYC Democratic Primary for City Council D9,2021,Single winner,William Allen,N,M,Black,,Challenger,,9,1638,1638,1658,1672,1734,1835,1900,1974,2128,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
